,winner,method,weightclass,red_slpm,red_str_acc,red_sapm,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,blue_slpm,blue_str_acc,blue_sapm,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,red_fighter_elo,blue_fighter_elo
148,0,6,0,3.38,0.47,2.25,0.56,1.01,0.15,0.62,1.2,4.92,0.44,2.77,0.52,1.89,0.6,0.76,0.3,1556.6657100832158,1551.5143140990454
149,1,6,6,2.85,0.51,1.62,0.64,1.62,0.4,0.7,0.2,4.68,0.52,5.19,0.54,2.48,0.44,0.57,0.5,1577.3296053339857,1505.490889141611
150,1,6,2,2.94,0.41,3.77,0.44,1.85,0.36,0.66,0.0,2.0,0.45,2.93,0.6,0.0,0.0,0.0,0.0,1544.9444979782572,1470.1558609886872
151,1,1,4,2.57,0.48,3.87,0.44,0.96,0.3,0.83,0.3,3.74,0.59,2.94,0.57,4.42,0.66,1.0,0.6,1535.1918616056505,1502.688087153885
152,1,1,6,5.91,0.56,2.59,0.47,3.23,0.36,0.77,1.4,3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1,1525.5913888685284,1475.566438251804
153,1,6,11,3.71,0.45,3.67,0.51,2.55,0.44,0.75,0.5,3.83,0.58,4.85,0.51,0.57,0.29,0.63,1.5,1561.938127501062,1487.9329076007564
154,1,1,2,5.83,0.52,7.84,0.47,3.5,0.4,1.0,0.0,4.69,0.57,2.87,0.56,0.0,0.0,0.6,0.0,1515.2328971135307,1468.0968946882183
155,1,4,4,3.4,0.51,3.87,0.51,2.0,0.8,1.0,0.0,3.57,0.46,3.97,0.49,2.0,0.46,0.7,0.0,1516.6989815317404,1498.488876492673
156,1,5,6,2.63,0.58,1.55,0.61,3.2,0.53,0.9,1.1,4.36,0.48,3.55,0.6,1.82,0.44,0.71,0.6,1702.4490952766923,1605.903791722511
157,1,6,0,4.36,0.42,2.51,0.56,5.89,0.35,0.82,0.3,4.38,0.57,2.15,0.6,3.26,0.39,0.78,0.3,1643.9432535259027,1567.661141267988
158,1,1,5,5.74,0.55,5.7,0.43,0.6,0.6,0.68,0.2,7.05,0.53,4.02,0.45,0.0,0.0,0.73,0.0,1563.0541299381066,1562.2800205871192
159,1,1,4,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,3.49,0.49,3.77,0.48,4.56,0.65,0.63,0.6,1597.782089080619,1554.0426963144034
160,0,5,7,4.19,0.5,3.1,0.5,0.77,0.37,0.54,0.6,3.25,0.6,2.21,0.44,4.74,0.38,0.66,1.4,1538.6169600404626,1552.8149475462692
161,0,6,0,6.73,0.55,3.75,0.44,0.32,0.33,0.75,0.3,5.11,0.53,4.64,0.6,2.46,0.37,0.82,0.7,1529.1713006018294,1549.8443527994104
162,0,1,7,4.94,0.58,3.45,0.42,3.5,0.55,0.33,2.1,7.59,0.61,4.48,0.46,2.59,0.33,1.0,0.0,1499.2367219242874,1532.701159341897
163,1,5,5,3.96,0.55,3.22,0.43,0.0,0.0,0.57,1.2,2.34,0.71,5.5,0.33,1.75,1.0,0.0,0.0,1534.389700925174,1484.8868061998394
164,1,6,6,3.2,0.52,2.11,0.44,3.87,0.4,0.57,1.1,4.82,0.4,3.46,0.55,0.86,0.3,0.57,0.6,1634.6140728461553,1564.4357164027174
165,0,6,9,6.22,0.55,4.84,0.49,1.09,0.46,0.7,0.0,3.1,0.54,1.79,0.55,4.68,0.46,0.66,0.2,1523.542601750263,1562.188388855622
166,0,6,0,3.1,0.51,1.7,0.64,2.63,0.81,1.0,1.5,2.89,0.45,2.21,0.52,1.47,0.26,0.7,0.0,1526.0505290454942,1511.2324792424104
167,0,6,0,4.73,0.4,3.72,0.52,0.91,0.2,0.44,0.4,4.24,0.56,4.88,0.49,2.53,0.71,0.76,0.0,1481.208340905868,1500.637276949443
168,1,6,3,3.13,0.47,3.2,0.49,3.56,0.47,0.63,1.7,3.91,0.55,2.75,0.55,2.23,0.46,0.42,1.5,1559.3602939748994,1515.236020141076
169,1,5,12,3.31,0.4,3.9,0.52,0.89,0.17,0.25,1.2,4.29,0.39,3.24,0.6,2.06,0.53,0.83,0.6,1565.4684383890988,1544.0389016769377
170,1,1,8,4.78,0.41,4.68,0.61,0.6,0.27,0.71,0.0,3.79,0.43,3.46,0.54,1.46,0.22,0.55,0.6,1538.6952579038073,1515.4102704912386
171,1,1,7,4.16,0.58,2.32,0.48,0.0,0.0,0.6,0.3,3.64,0.49,4.01,0.54,0.84,0.33,0.51,0.2,1530.226792433548,1479.8889449282035
172,0,1,7,6.16,0.51,6.43,0.53,0.0,0.0,0.82,0.0,4.96,0.5,4.86,0.55,1.17,0.42,0.87,0.0,1520.781946548411,1551.2419807081578
173,1,6,2,3.63,0.5,2.66,0.54,1.84,0.46,0.69,1.2,1.94,0.48,2.71,0.46,8.39,0.39,0.62,1.3,1488.0971821234732,1483.3536299719578
174,1,1,8,5.0,0.53,3.88,0.48,1.47,0.56,0.37,0.0,5.49,0.6,3.46,0.56,0.37,0.5,0.55,0.0,1515.470410904809,1514.0298780136045
175,0,5,3,2.27,0.57,1.61,0.53,0.69,0.6,0.41,0.7,4.49,0.53,7.86,0.41,2.59,0.25,0.0,2.6,1470.0989779926351,1501.3811667891948
176,1,1,7,7.54,0.6,2.53,0.61,0.88,0.2,0.0,0.4,4.44,0.5,4.96,0.5,0.73,0.18,0.66,0.0,1529.760372679408,1449.1494525855444
177,1,6,6,2.5,0.41,4.12,0.53,1.34,0.35,0.53,1.2,3.2,0.5,3.49,0.55,1.89,0.32,1.0,0.7,1539.8682375440349,1515.170689265617
178,0,1,8,3.54,0.51,3.25,0.54,3.46,0.36,0.71,2.3,7.34,0.7,1.97,0.52,11.5,0.87,0.0,0.0,1473.78242860062,1515.5069121036042
179,1,4,11,7.38,0.42,6.09,0.48,0.67,0.66,0.82,0.0,3.85,0.41,5.57,0.55,3.8,0.29,0.0,1.5,1500.736306793522,1483.263693206478
180,0,6,5,2.89,0.49,1.64,0.62,3.67,0.73,0.61,0.0,2.89,0.43,3.0,0.6,2.68,0.33,1.0,0.0,1498.5612260339533,1516.7024671725246
181,1,1,12,2.21,0.47,1.68,0.55,1.84,1.0,0.5,0.0,2.87,0.47,3.4,0.5,2.73,0.35,0.33,0.0,1501.8793727715808,1491.7910535199603
182,1,6,6,2.43,0.45,1.07,0.58,2.6,0.54,0.0,0.0,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4,1532.0830549398784,1511.2679066709911
183,0,1,8,3.81,0.38,3.09,0.54,3.64,0.42,0.68,0.2,4.22,0.37,3.13,0.59,1.78,0.45,0.73,0.1,1608.81875408523,1615.7848677994089
184,1,1,2,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,7.44,0.54,5.83,0.42,1.47,0.24,0.61,1.0,1576.5231835080765,1501.671667642654
185,1,1,3,5.04,0.55,4.05,0.57,0.42,0.3,0.81,0.3,3.85,0.47,5.28,0.41,0.78,0.23,0.74,0.0,1556.9490359504657,1505.543848505167
186,0,1,5,2.83,0.45,2.71,0.47,3.24,0.57,0.71,0.6,5.33,0.47,4.05,0.57,0.33,0.25,0.62,0.0,1526.2261133067311,1530.1798568786996
187,0,4,0,6.23,0.41,5.75,0.54,0.0,0.0,0.81,0.0,5.11,0.53,3.88,0.61,0.99,0.46,0.84,0.0,1539.3843362067091,1549.4770357695893
188,1,6,5,5.82,0.56,2.55,0.58,0.0,0.0,0.72,0.0,2.51,0.38,4.99,0.48,2.65,0.4,0.33,0.0,1515.263693206478,1468.736306793522
189,1,1,6,4.23,0.39,3.8,0.58,0.61,0.4,0.81,0.0,4.43,0.44,4.11,0.52,0.0,0.0,1.0,0.0,1515.6269490196685,1482.149574244735
190,1,1,6,4.51,0.53,3.32,0.5,0.0,0.0,0.4,1.2,4.33,0.55,3.54,0.5,1.65,0.27,0.69,0.0,1579.2792679845916,1574.2985638945656
191,1,1,2,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3,6.07,0.4,5.74,0.52,0.0,0.0,1.0,0.6,1582.370308266359,1501.9185943572656
192,0,6,2,3.16,0.44,2.65,0.67,0.92,0.2,0.81,0.0,3.5,0.45,2.32,0.72,1.71,0.42,0.83,1.1,1538.5207965980596,1536.0011647278116
193,1,6,11,3.39,0.45,2.31,0.6,2.39,0.41,0.44,0.3,2.72,0.51,2.58,0.6,1.0,0.36,0.72,0.2,1561.7447530103118,1501.4211423392662
194,1,6,0,5.25,0.44,3.89,0.55,1.14,0.4,0.61,0.2,4.62,0.44,7.41,0.57,0.0,0.0,1.0,0.0,1525.519515793338,1499.6871974444782
195,0,6,12,4.24,0.51,2.13,0.54,1.6,0.72,0.35,0.0,3.4,0.48,2.63,0.57,4.06,0.51,0.66,0.0,1513.7462556625535,1515.7310636788905
196,1,5,3,4.41,0.5,3.92,0.5,2.74,0.47,0.68,0.9,2.4,0.58,4.52,0.38,0.0,0.0,0.57,0.0,1638.556299949112,1489.6499697411523
197,1,6,8,3.25,0.6,2.17,0.51,1.4,0.25,0.85,1.2,4.77,0.54,2.77,0.51,1.02,0.33,0.73,0.4,1617.7164995421892,1586.5458472595071
198,1,4,4,5.26,0.61,2.23,0.61,0.7,0.25,0.43,0.6,4.97,0.57,2.99,0.54,0.61,0.66,0.72,0.2,1632.2151335169103,1599.7162701987268
199,1,1,2,2.44,0.59,1.64,0.6,3.27,0.36,0.33,1.3,2.95,0.42,5.73,0.51,0.35,0.25,0.0,0.7,1567.0692157673457,1472.8531937936466
200,0,1,2,5.59,0.46,5.77,0.52,0.85,0.41,0.74,0.8,4.67,0.56,4.02,0.56,1.43,0.53,0.47,0.6,1518.558814432448,1532.9273028078426
201,1,1,5,5.58,0.54,3.54,0.5,0.31,0.28,0.82,0.3,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,1570.9962089223363,1519.6614390510654
202,1,5,8,5.05,0.51,5.22,0.52,0.99,0.53,0.62,0.7,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,1616.2028205777356,1531.9158252887826
203,1,6,2,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2,4.41,0.52,2.21,0.58,2.51,0.29,0.42,0.7,1626.947559806851,1603.957524909453
204,0,4,8,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,5.12,0.52,4.11,0.44,0.77,0.17,0.53,0.4,1613.794709074178,1589.2080789191011
205,0,1,1,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8,3.54,0.48,4.05,0.5,1.71,0.24,0.8,0.1,1548.7249182774085,1532.4972776439115
206,0,6,3,3.52,0.45,4.29,0.49,4.06,0.47,0.73,0.8,8.1,0.54,5.24,0.6,1.11,0.63,0.8,0.0,1498.851018515324,1570.3743892272255
207,1,5,8,1.81,0.39,1.66,0.54,3.3,0.48,0.61,1.1,3.75,0.48,3.66,0.58,1.37,0.4,0.69,0.3,1587.5651773105867,1512.5689244406635
208,0,5,6,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,4.53,0.51,2.96,0.38,2.59,0.34,0.55,2.2,1485.6919054263828,1571.018861657522
209,1,1,4,5.37,0.46,4.89,0.51,0.56,0.45,0.81,0.2,5.02,0.5,3.68,0.54,0.43,0.33,0.36,0.4,1540.083415418615,1447.7808312657585
210,1,6,0,5.11,0.54,4.13,0.58,1.61,0.49,0.84,0.1,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4,1586.7208896657503,1620.9765515940398
211,1,6,12,4.69,0.45,3.23,0.6,0.84,0.73,0.64,0.0,4.18,0.36,5.29,0.57,2.74,0.37,0.81,0.1,1564.907320860774,1546.5277247862248
212,0,1,8,4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0,3.38,0.49,2.9,0.62,1.08,0.32,0.72,0.0,1506.4827488154574,1567.3898252755887
213,0,5,11,6.38,0.52,1.86,0.61,1.61,0.75,1.0,1.1,3.46,0.46,5.5,0.49,0.56,0.18,0.6,0.3,1513.6415540092992,1502.81359346107
214,0,6,5,4.95,0.48,4.22,0.55,0.5,0.29,0.8,0.1,6.77,0.55,4.21,0.51,0.58,0.6,0.85,0.2,1533.2485269560348,1608.0337571365312
215,1,1,5,10.91,0.64,4.55,0.53,0.0,0.0,0.5,0.0,6.44,0.5,7.23,0.59,0.0,0.0,0.5,0.0,1547.4759806256434,1484.736306793522
216,0,6,0,1.75,0.38,2.3,0.48,1.65,0.75,0.73,0.3,1.88,0.44,1.32,0.71,4.75,0.55,0.66,0.5,1484.0,1530.6020706062611
217,0,1,3,4.05,0.52,2.64,0.41,0.92,0.33,0.5,0.5,4.54,0.66,3.13,0.58,0.46,0.14,0.81,0.0,1484.0,1516.0
218,1,1,12,3.48,0.39,3.24,0.53,0.37,0.16,0.58,0.0,5.43,0.5,1.76,0.73,1.08,1.0,0.66,0.0,1516.0,1484.0
219,0,4,3,3.13,0.38,3.29,0.51,2.42,0.31,0.52,2.4,3.9,0.45,3.43,0.5,1.6,0.21,0.67,0.2,1483.2649287030515,1500.761956605429
220,1,6,3,3.73,0.5,3.42,0.61,1.85,0.5,1.0,0.0,3.33,0.31,3.4,0.59,0.0,0.0,1.0,1.0,1530.666693122453,1484.0
221,1,1,0,5.4,0.5,4.27,0.5,0.84,0.25,0.77,0.0,2.7,0.37,4.53,0.47,3.15,0.35,1.0,0.5,1500.0975480180564,1488.0642575614124
222,0,6,6,3.86,0.29,5.64,0.53,0.0,0.0,0.45,0.0,3.64,0.37,4.5,0.56,0.0,0.0,0.82,0.0,1483.9642194479616,1517.566071525508
223,1,1,4,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0,1743.3283425749394,1623.1602764733643
224,1,6,6,3.4,0.55,3.21,0.49,2.25,0.4,0.56,2.7,4.04,0.49,4.52,0.43,1.96,0.41,0.61,0.6,1662.2118871650696,1486.7503971819538
225,1,6,7,2.36,0.59,2.11,0.58,3.34,0.53,1.0,2.9,2.52,0.44,3.03,0.43,1.52,0.2,0.37,1.4,1543.159257656112,1506.6578688294785
226,1,6,11,4.04,0.47,4.87,0.56,1.86,0.43,0.8,0.7,3.04,0.38,3.14,0.47,2.79,0.5,0.0,1.9,1535.119201959998,1545.5714160017324
227,1,6,1,4.54,0.58,4.59,0.61,0.0,0.0,1.0,0.0,5.57,0.41,4.12,0.57,0.0,0.0,0.54,0.0,1530.0633285272868,1454.2204139949863
228,0,6,0,4.44,0.49,4.09,0.56,0.38,0.35,0.68,0.1,6.06,0.48,2.83,0.64,0.46,0.33,1.0,0.5,1549.1337310958509,1561.4832452690544
229,1,5,6,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7,2.96,0.42,3.47,0.49,2.3,0.32,0.37,1.2,1520.3198057240038,1468.502383951454
230,1,6,6,5.24,0.5,4.73,0.52,1.08,0.3,0.52,0.5,4.56,0.49,6.44,0.44,0.0,0.0,0.71,0.0,1501.4438556117834,1483.2977776476384
231,1,1,4,3.6,0.48,3.31,0.55,1.39,0.33,0.75,0.1,3.36,0.53,2.96,0.49,0.0,0.0,0.69,0.0,1593.088572895982,1517.9455719362977
232,0,1,8,3.5,0.49,4.72,0.49,1.15,0.32,0.37,1.6,2.26,0.44,4.04,0.43,1.51,0.35,0.44,1.5,1471.39246604629,1499.711914538275
233,0,1,8,3.71,0.38,5.68,0.41,2.21,0.24,0.5,0.0,4.26,0.49,2.25,0.62,2.16,0.5,0.72,0.0,1489.0856806396364,1545.5737897205404
234,0,6,11,3.12,0.45,3.48,0.49,0.93,0.41,0.55,0.3,2.6,0.49,2.45,0.53,4.37,0.35,1.0,0.4,1531.261262113546,1516.8609870175314
235,0,1,8,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2,3.6,0.54,4.79,0.48,0.25,1.0,0.83,0.0,1589.129414892279,1553.8906618243948
236,0,5,7,3.05,0.45,3.43,0.53,1.86,0.31,0.42,1.4,3.25,0.6,2.21,0.44,4.74,0.38,0.66,1.4,1508.7963793913166,1552.8149475462692
237,1,6,0,3.28,0.49,2.4,0.5,0.66,1.0,0.42,0.0,1.91,0.38,3.46,0.39,2.29,0.66,0.64,0.8,1496.5959877027526,1469.4068247769808
238,0,6,12,3.42,0.4,4.03,0.61,1.8,0.33,0.69,0.2,2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9,1494.5109219738624,1585.9771766458368
239,1,1,7,5.29,0.54,3.84,0.49,0.75,0.33,0.82,0.0,5.35,0.57,4.8,0.46,0.92,0.12,0.45,0.0,1530.5157132693885,1467.7457570144609
240,0,6,12,5.54,0.43,5.51,0.57,0.31,0.22,0.74,0.2,4.55,0.5,3.11,0.51,0.72,0.25,0.67,0.9,1503.7591344820742,1532.831688784944
241,1,1,8,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5,2.4,0.37,8.8,0.68,0.0,0.0,0.0,0.0,1576.3681588297995,1487.7893258187078
242,0,1,8,3.77,0.42,4.24,0.54,1.01,0.57,0.45,0.4,3.38,0.53,3.03,0.56,0.59,0.12,1.0,0.0,1482.648778224505,1528.6232274508784
243,0,5,0,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,4.7,0.46,4.15,0.52,1.56,0.36,0.71,1.6,1512.5795979822444,1538.6331947158394
244,1,5,7,2.77,0.46,8.16,0.39,2.62,0.75,0.83,1.3,1.29,0.5,5.79,0.23,0.84,0.11,0.5,0.8,1486.6423011778268,1468.820143034356
245,1,1,9,3.43,0.56,3.26,0.49,1.53,0.37,0.85,0.0,1.89,0.37,6.0,0.36,0.0,0.0,0.33,0.0,1516.7346990608764,1484.035467419021
246,1,6,3,3.96,0.44,3.62,0.6,1.51,0.44,0.64,0.4,2.72,0.34,3.71,0.61,1.39,0.32,0.5,0.5,1596.427510050283,1559.7723796004584
247,1,6,11,5.24,0.44,4.21,0.59,1.86,0.31,0.8,0.8,3.71,0.42,3.48,0.63,1.46,0.5,0.61,0.4,1595.2459629041866,1581.9179196884306
248,0,4,5,5.82,0.53,2.87,0.63,0.0,0.0,0.82,0.0,3.34,0.43,3.72,0.55,1.07,0.42,0.0,0.7,1453.5429160303413,1501.475923064998
249,0,5,11,4.04,0.41,3.87,0.53,0.52,0.55,0.68,0.3,3.71,0.45,3.67,0.51,2.55,0.44,0.75,0.5,1517.9052481600577,1561.938127501062
250,0,1,7,5.98,0.47,5.58,0.52,0.21,0.25,0.67,0.1,3.47,0.44,3.29,0.46,2.31,0.41,0.46,1.1,1463.995943104449,1478.811125156776
251,1,6,8,3.85,0.46,3.06,0.53,2.27,0.56,0.16,0.8,3.17,0.54,2.39,0.58,1.07,0.5,0.72,0.3,1548.3743861589935,1488.1541987568614
252,1,6,0,4.06,0.46,4.06,0.71,0.16,0.14,0.83,0.0,5.38,0.41,6.29,0.55,0.48,0.16,0.82,0.5,1564.245420566562,1508.3680238631052
253,1,5,0,5.43,0.48,4.27,0.56,0.34,0.21,0.47,0.6,7.17,0.53,5.19,0.48,1.04,0.42,0.81,0.3,1508.5314684537652,1535.7459563755815
254,0,5,2,3.6,0.58,2.31,0.56,3.22,0.39,0.74,0.6,3.07,0.5,1.8,0.66,2.09,0.3,0.59,1.3,1535.489019949926,1548.9881160930695
255,1,6,4,3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5,1554.9305116286073,1530.8895989232
256,1,4,0,4.49,0.39,4.26,0.54,1.58,0.25,0.2,1.3,5.35,0.53,3.64,0.56,1.1,0.5,0.64,0.6,1517.4633926082513,1483.771450395221
257,0,6,0,3.11,0.46,2.76,0.53,0.68,0.3,0.38,0.5,3.61,0.45,3.18,0.57,2.13,0.37,0.69,0.6,1481.6323429470997,1463.367465454324
258,1,4,11,2.72,0.51,2.58,0.6,1.0,0.36,0.72,0.2,1.91,0.41,2.05,0.56,2.12,0.38,0.61,0.8,1501.4211423392662,1467.1067503656484
259,1,1,2,4.69,0.47,3.84,0.64,2.02,0.61,0.92,1.1,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3,1625.1641430104694,1665.1707854938722
260,0,5,7,4.54,0.43,3.41,0.59,0.8,0.38,0.81,0.0,5.36,0.58,3.25,0.41,4.31,0.46,1.0,2.8,1644.4888611132203,1573.9980187969973
261,1,6,5,3.66,0.52,2.46,0.57,0.8,0.22,0.87,0.0,4.16,0.5,2.91,0.51,0.66,0.23,0.85,0.1,1662.1136691465522,1535.8506838371843
262,1,6,2,4.53,0.54,2.48,0.61,1.45,0.54,0.52,0.5,3.67,0.45,3.55,0.56,0.94,0.25,0.58,0.2,1624.568148065059,1567.1784239359297
263,1,1,7,5.87,0.62,4.13,0.42,0.0,0.0,0.72,0.0,5.84,0.53,3.31,0.53,0.17,0.33,0.41,0.0,1543.0276026767035,1486.289211427597
264,1,1,5,7.84,0.5,4.43,0.63,0.0,0.0,0.83,0.0,3.28,0.43,14.43,0.42,0.0,0.0,0.0,0.0,1511.3709808875783,1469.5696574457345
265,1,1,8,5.05,0.51,5.44,0.57,0.56,0.5,0.87,0.1,3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,1570.0908501132783,1572.3607653746994
266,1,4,1,4.7,0.48,4.13,0.54,3.84,0.75,0.45,0.8,3.42,0.48,3.39,0.49,5.36,0.43,0.4,0.4,1547.4501010546726,1510.119878924723
267,1,5,7,3.21,0.48,3.68,0.56,2.65,0.57,1.0,0.2,3.54,0.49,3.54,0.49,1.14,0.23,0.53,0.8,1540.61692350289,1529.4215774800712
268,1,1,4,5.37,0.46,4.89,0.51,0.56,0.45,0.81,0.2,4.21,0.47,6.53,0.39,0.0,0.0,0.33,0.0,1540.083415418615,1484.657977205606
269,1,6,2,4.36,0.55,2.57,0.59,3.97,0.44,0.8,0.5,3.27,0.44,2.95,0.56,0.81,0.33,0.73,1.2,1562.4326597732336,1501.4648199961027
270,1,6,7,3.41,0.53,1.52,0.66,1.6,0.4,0.72,0.2,3.85,0.47,5.28,0.41,0.78,0.23,0.74,0.0,1515.2716527610678,1464.9771711527944
271,1,6,8,4.78,0.52,3.58,0.53,3.95,0.34,0.91,0.2,9.65,0.5,7.73,0.53,0.78,0.25,0.9,0.0,1579.3119037095246,1506.4390238687574
272,1,1,7,4.5,0.63,2.61,0.46,6.27,0.45,0.66,1.9,4.5,0.52,4.33,0.51,1.14,0.52,0.76,0.7,1600.6103147627778,1570.7923723433737
273,1,6,0,5.49,0.46,3.67,0.57,0.79,0.34,0.42,0.4,5.28,0.44,3.47,0.6,2.63,0.51,0.75,0.4,1581.5329813469689,1558.043827195347
274,1,6,3,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4,4.4,0.51,2.63,0.6,0.18,0.25,0.67,0.7,1531.3267815666418,1487.235481905845
275,0,6,0,3.8,0.43,4.16,0.61,0.33,0.11,0.54,1.1,5.1,0.39,4.13,0.59,0.0,0.0,0.57,0.0,1484.5800465225284,1499.3253714679836
276,1,6,2,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,2.85,0.49,3.26,0.45,1.42,0.24,0.54,1.5,1564.0973775136438,1463.7318633205434
277,0,6,3,3.31,0.51,2.98,0.65,1.22,0.43,0.9,0.8,2.32,0.54,1.76,0.53,4.13,0.42,0.66,1.4,1533.7661675281,1545.4668221337608
278,0,6,0,4.84,0.52,4.73,0.5,1.88,0.34,0.61,0.0,5.18,0.41,5.4,0.45,2.73,0.47,0.57,0.3,1494.3284041016998,1531.7954433969476
279,1,5,9,4.62,0.53,3.2,0.49,1.31,0.41,0.61,0.6,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,1528.0023347465126,1466.7627124880278
280,0,6,12,2.63,0.33,5.05,0.45,1.29,0.18,0.36,0.5,3.5,0.53,3.15,0.53,0.49,0.6,0.56,0.0,1457.9575652860872,1503.9677093606683
281,1,6,12,3.9,0.52,4.33,0.55,0.5,0.5,0.25,0.0,4.97,0.45,4.97,0.52,1.0,0.4,1.0,0.0,1499.3271362180578,1467.2331284089971
282,1,6,4,2.98,0.5,2.41,0.4,1.7,0.28,0.5,0.0,2.11,0.59,2.54,0.46,0.0,0.0,0.5,0.0,1470.8767087029798,1482.3098229443408
283,1,4,3,4.46,0.39,3.06,0.47,0.75,0.75,0.45,1.2,2.99,0.6,2.69,0.46,2.73,0.44,0.45,1.6,1573.3507276488272,1558.49687088119
284,0,4,7,3.42,0.43,3.28,0.55,0.71,0.26,0.81,0.0,4.77,0.51,3.42,0.54,1.85,0.47,0.57,0.9,1557.172634218966,1514.8005937132834
285,1,6,8,4.72,0.62,2.64,0.57,0.0,0.0,0.75,0.2,4.4,0.48,6.74,0.45,0.91,0.45,0.65,0.4,1533.5444874460468,1460.733085146955
286,1,1,6,3.2,0.52,2.11,0.44,3.87,0.4,0.57,1.1,4.01,0.43,4.47,0.6,3.21,0.43,0.77,0.2,1634.6140728461553,1527.8505402194764
287,1,4,8,7.39,0.48,5.39,0.57,0.55,0.54,0.63,0.1,5.03,0.4,4.78,0.56,0.33,0.24,0.47,0.3,1576.8875765070338,1543.0471208288675
288,0,1,3,5.02,0.56,4.69,0.53,0.0,0.0,0.6,0.2,4.37,0.4,3.93,0.59,0.84,0.5,1.0,0.0,1466.8298335509912,1533.4485668329864
289,0,5,2,5.12,0.54,3.32,0.54,5.02,0.5,0.55,0.8,1.87,0.62,1.22,0.49,3.98,0.48,0.5,1.8,1514.5451354878203,1570.947313984958
290,1,6,8,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,5.21,0.42,5.58,0.48,1.04,0.29,0.52,0.7,1531.9158252887826,1507.188848681324
291,1,1,4,3.36,0.49,2.84,0.51,0.0,0.0,0.77,0.0,7.31,0.44,9.79,0.44,2.07,0.12,0.0,0.0,1488.5060739373355,1482.675916735262
292,1,4,12,5.62,0.55,5.37,0.56,0.87,0.8,0.58,0.4,2.94,0.38,3.68,0.46,2.0,0.47,0.75,0.4,1487.903914454218,1495.816509863885
293,0,6,0,2.48,0.43,3.44,0.5,4.36,0.35,0.55,1.4,9.2,0.51,3.47,0.64,2.48,0.37,0.83,0.8,1470.1734590393069,1515.3329315233873
294,1,5,3,3.91,0.55,2.75,0.55,2.23,0.46,0.42,1.5,2.0,0.44,4.48,0.39,0.0,0.0,0.61,0.0,1515.236020141076,1484.705364614029
295,1,1,5,5.0,0.62,3.5,0.53,0.11,0.5,0.78,0.2,3.73,0.38,4.51,0.48,0.0,0.0,0.58,0.1,1622.4681166367814,1553.1931683080577
296,0,4,9,4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,3.25,0.44,2.53,0.57,1.81,0.56,0.23,0.8,1587.2908550832628,1579.521007474219
297,0,4,0,3.62,0.46,3.72,0.6,0.49,0.53,0.92,0.1,5.33,0.47,3.91,0.54,1.92,0.33,0.66,0.9,1588.1049264531148,1609.1451801903931
298,1,1,7,3.58,0.42,3.56,0.49,1.11,0.4,0.33,0.9,4.19,0.5,3.1,0.5,0.77,0.37,0.54,0.6,1575.8669108545778,1538.6169600404626
299,0,6,9,2.92,0.41,3.9,0.51,1.39,0.44,0.88,0.6,4.87,0.64,1.19,0.64,2.75,0.3,1.0,0.7,1553.461814463598,1536.8781630731023
300,0,1,8,4.11,0.46,3.02,0.55,0.25,0.41,0.63,0.0,4.22,0.37,3.13,0.59,1.78,0.45,0.73,0.1,1555.4187910563408,1615.7848677994089
301,0,4,12,4.51,0.46,3.01,0.55,0.27,0.5,0.61,0.3,2.94,0.44,2.53,0.65,2.15,0.6,0.54,0.2,1500.8330435391242,1520.6419655971138
302,0,4,6,3.87,0.43,3.82,0.56,1.59,0.31,0.68,0.1,4.38,0.4,4.62,0.57,1.24,0.36,0.71,0.1,1461.472888765053,1568.1981552901018
